Time,PM2.5,Temp,Hour,WindSpeed,WindDirection,SolarRadiation,RelativeHumidity,isRain,isLightRain,isDrizzle
30-01-2017 10:00,155.25,15.5,10,0.41,203.5,234.48,88.6,0,0,0
30-01-2017 11:00,230,16.68,11,0.38,253.75,523.53,88.55,0,0,0
30-01-2017 12:00,242.75,17.98,12,0.39,255.25,572.85,81.8,0,0,0
30-01-2017 13:00,193.25,19.3,13,0.41,246,552.75,64.35,0,0,0
30-01-2017 14:00,110.25,19.95,14,0.55,251.5,438.48,54.92,0,0,0
30-01-2017 15:00,107,19.98,15,0.58,258.5,315.33,52.52,0,0,0
30-01-2017 16:00,100,19.3,16,0.44,257.5,145.88,55.85,0,0,0
30-01-2017 17:00,100,17.98,17,0.32,225.75,38.68,67.6,0,0,0
30-01-2017 18:00,101,16.25,18,0.37,133.5,5,87.3,0,0,0
30-01-2017 19:00,138,15.7,19,0.38,115,7.6,88.6,0,0,0
30-01-2017 20:00,329,15.4,20,0.36,94.5,8.05,88.6,0,0,0
30-01-2017 21:00,410,15.35,21,0.34,84,8.22,88.6,0,0,0
30-01-2017 22:00,348.75,15.25,22,0.29,90.75,8.05,88.53,0,0,0
30-01-2017 23:00,272,15.1,23,0.35,126.75,8.1,88.53,0,0,0
31-01-2017 00:00,231,15.07,0,0.26,53,8.28,88.6,0,0,0
31-01-2017 01:00,372.25,15.07,1,0.3,200.25,8.32,88.6,0,0,0
31-01-2017 02:00,327.25,14.93,2,0.31,186,8.42,88.53,0,0,0
31-01-2017 03:00,323.25,14.9,3,0.31,99.25,8.9,88.55,0,0,0
31-01-2017 04:00,321,14.88,4,0.3,92.5,9.2,88.6,0,0,0
31-01-2017 05:00,286,14.8,5,0.35,177.75,8.82,88.6,0,0,0
31-01-2017 06:00,254.75,14.82,6,0.28,210.5,9,88.6,0,0,0
31-01-2017 07:00,295.75,14.78,7,0.29,336.75,25.88,88.55,0,0,0
31-01-2017 08:00,366.25,15.17,8,0.31,230,139.5,88.5,0,0,0
31-01-2017 09:00,626,15.98,9,0.3,262,308.55,88.53,0,0,0
31-01-2017 10:00,448.75,17.35,10,0.37,258.75,473.95,80.85,0,0,0
31-01-2017 11:00,177,18.9,11,0.6,249.25,533.58,66.82,0,0,0
31-01-2017 12:00,167.25,19.7,12,0.59,262,595.73,59.13,0,0,0
31-01-2017 13:00,125.25,20.55,13,0.51,264.5,562.6,50.78,0,0,0
31-01-2017 14:00,124,20.9,14,0.54,263.25,453.18,43.17,0,0,0
31-01-2017 15:00,108.5,20.77,15,0.41,279.75,322.37,42,0,0,0
31-01-2017 16:00,90.5,20.05,16,0.38,284.5,142.93,48.35,0,0,0
31-01-2017 17:00,79.25,18.75,17,0.23,296.25,38.2,58.1,0,0,0
31-01-2017 18:00,82.75,17.2,18,0.27,276.75,4.42,70.92,0,0,0
31-01-2017 19:00,108.75,15.97,19,0.21,250.25,6.15,87.32,0,0,0
31-01-2017 20:00,130.5,15.5,20,0.22,281.25,7.72,88.55,0,0,0
31-01-2017 21:00,203.25,15.3,21,0.23,204.5,7.77,88.55,0,0,0
31-01-2017 22:00,243.75,15.27,22,0.17,113.5,8.38,88.6,0,0,0
31-01-2017 23:00,228.5,15.15,23,0.23,239.25,8.57,88.6,0,0,0
